citekey,fig_no,form,plot_type,has_defect,"hand-picked or k-of-N example, rule unstated",n or counts not shown,"axis broken, truncated or pinned",axes not comparable across panels,bar or mean standing in for a distribution,"no dispersion, error bar, CI or test",pooled where per-system was needed,two measures on one axis,claim with no quantitative panel,oracle-selected model displayed,failures not shown beside successes,other / uncategorised,hides
kalakoti2025afsample2,4B-right,PLOT,"scatter, grid of small multiples",1,0,0,0,0,0,0,0,0,0,0,0,1,"Points pile up at the origin where both methods score 0.00 and are indistinguishable; the two non-significant panels (MSAsubsample p<0.51, SPEACH_AF p<0.063) are drawn at the same visual weight as the significant ones"
kalakoti2025afsample2,4C,MATRIX,heatmap,0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2025afsample2,5,PLOT,"scatter, grid of small multiples",1,0,0,0,0,0,0,0,0,0,0,0,1,"Only the *closest* model to each PDB entry is coloured, so the reader cannot see how many ensemble members are near a deposited intermediate nor how tight the match is; the count of PDB entries retrieved per target is never given, so a ""found"" panel with one hit and one with ten look the same"
kalakoti2025afsample2,6A,PLOT,line,1,0,0,0,1,0,0,0,1,0,0,0,0,"**Twin y-axes with different scales for the two quantities being compared**, so the visual agreement between ΔCα and RMSF is set by the chosen axis ratio, not by the data; one target only"
kalakoti2025afsample2,6B-C,PLOT,scatter,1,0,0,0,1,0,0,0,0,0,0,0,0,"**The two panels do not share an x-axis range** (AFsample2 runs to 7 Å, AFvanilla to 3.2 Å), so the very effect being claimed — that AFsample2 fluctuates further — is normalised away by the axis choice and the two clouds look similar; only 1 of 23 targets is shown (the rest are Fig S4, not held)"
kalakoti2025afsample2,6D,PLOT,box (notched),1,0,0,0,0,0,0,0,0,0,0,0,1,"No p value or paired test is shown for the difference the text calls out (""the correlations are slightly higher for AFsample2""); the medians overlap the other box's notch region, i.e. the claim is visually unsupported"
kalakoti2025afsample2,6E,PLOT,box,1,0,1,0,0,0,0,1,0,0,0,0,0,"**Residues are pooled across 23 targets with no per-target breakdown and no n printed per box**, so a single large flexible protein could carry the trend; the thresholds are nested (>0 contains >2 contains >4 …), so the six boxes are not independent samples and are drawn as though they were"
kalakoti2025afsample2,7A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2025afsample2,7B-E,PLOT,line,1,0,0,0,1,0,0,0,0,1,0,0,0,"**The two panels use wildly different y-ranges** — AFsample2 spans 0.055–0.095, AFcluster spans 0.05–0.35 — so the AFsample2 curve's flatness (the paper's actual finding, that no threshold is needed) is rendered as a near-vertical spike at 95%, and the two methods cannot be compared by eye; the capt"
kalakoti2025afsample2,7C-D-F-G,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"AFsample2 panels are drawn at an 85% threshold and AFcluster at 90%, i.e. the two generators are shown at different operating points without that being marked on the panels themselves; targets unlabelled, so the B7IE18 failure the text names cannot be located"
kalakoti2025afsample2,7H-J,PLOT,scatter,1,0,0,0,1,0,0,0,0,0,0,0,0,"**The two panels use different colour-scale ranges and different axis ranges**, which is exactly the comparison the figure is making (AFsample2 ensembles are tighter and more confident) and the rescaling erases it"
kalakoti2025afsample2,7I-K,PLOT,scatter,1,0,0,0,1,0,0,0,0,0,0,0,0,"Different y-ranges between the two panels again; the arrows mark the *optimal* selections rather than the ones the algorithm actually returned, so the figure shows what should be found, not what was found"
kalakoti2025afsample2,7L,PLOT,scatter,1,0,0,0,0,0,1,0,0,0,0,0,0,No summary statistic or test accompanies the panel although the text draws a conclusion from it; targets unlabelled
kalakoti2025afsample2,8A,PLOT,"scatter, grid of small multiples",1,0,0,1,0,0,0,0,0,0,0,0,0,**Both axes truncated at 0.4**; n = 16 per panel with several points below the crop; targets unlabelled across panels
kalakoti2025afsample2,8B,PLOT,box with overlaid points,1,0,0,0,0,0,0,0,0,0,0,0,1,n = 16 boxes with visible bimodality (a solved cluster near 0.9 and a failed cluster near 0.2–0.5) summarised by a median that falls between the two modes; y-axis again runs past 1.0 for a bounded metric
kalakoti2025afsample2,8C,PLOT,line (step),1,0,0,0,0,0,0,0,0,0,0,0,1,"With n = 16 each step is 1/16 = 0.0625 of the y-range, so the curves are coarse and their crossings are single-target events; no uncertainty shown; flat at 1.0 below ~0.4"
kalakoti2025afsample2,8D,PLOT,"scatter, grid of small multiples",1,0,0,1,0,0,0,0,0,0,0,0,0,"**Both axes truncated at 0.4**; n = 16, so each panel's headline count rests on a handful of points; targets unlabelled"
kalakoti2025afsample2,9A-B,PLOT,scatter,1,0,0,0,1,0,0,0,0,1,0,0,0,"**The two panels have different axis ranges**, so the AFcluster ensemble's collapse and the AFsample2 ensemble's spread cannot be compared by eye; the FS2 cluster is delimited by a **hand-drawn ellipse rather than by the stated TM > 0.8 criterion**; the ""handful"" of FS2 models is never counted anywh"
kalakoti2025afsample2,9C-D,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"No superposition of prediction on reference, so the quality of the FS2 model is visible only as the TM value quoted in the text"
kalakoti2025afsample2,9E-F,PLOT,scatter,1,0,0,0,1,0,0,0,0,0,0,0,0,"Alternate state identified by a **drawn ellipse, not by running the paper's own selection algorithm and marking its output**; different y-ranges between panels; n = 1 target"
kalakoti2025afsample2,10,SCHEMATIC,schematic,1,0,0,0,0,0,0,0,0,0,0,0,1,"The parabolic end-weighting w(k) that the formula on p12 actually applies is not depicted, so the schematic implies uniform bin weighting; models outside Q1 are discarded and the schematic shows this but does not say what fraction is typically lost"
kalakoti2026afsample3,1,SCHEMATIC,schematic,1,0,0,0,0,1,0,0,0,1,0,0,0,"The body text says ""Figure 1 summarizes the overall distribution of reference structure similarities as well as sequence lengths"" (p2), but Figure 1 carries no distribution panel at all — a claimed quantitative result with no quantitative panel"
kalakoti2026afsample3,2A,PLOT,scatter,0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2026afsample3,2B,PLOT,box,0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2026afsample3,2C,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"Per-bin n is shown only as an unlabelled gray bar, never as a number; the leftmost bins are visibly sparse"
kalakoti2026afsample3,2D-E,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2026afsample3,3A-C,PLOT,line,1,0,0,1,0,0,0,0,0,0,0,0,0,"**Truncated y-axes on all three:** (a) 0.55–0.75, (b) 0.70–0.90, (c) ~55–90. The AF3 curve's total variation across the whole 0–50% sweep is ≈0.04 TM in (a) and ≈0.01 in (b); on a 0–1 axis the ""small steady improvement up to around 40%"" that fixes the method's headline hyperparameter would be nearly"
kalakoti2026afsample3,3D-E,PLOT,box,0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2026afsample3,3F,PLOT,line,1,0,0,0,0,0,0,0,0,0,1,0,0,"The ""best alternate state generated from any setting"" reference is itself an oracle over all 24 arms, so the y-axis is defined against the full sweep"
kalakoti2026afsample3,4A,PLOT,line,1,0,0,1,0,0,0,0,0,0,0,0,0,"**Truncated y-axis** on the upper panel (0.575–0.725), which magnifies a ~0.03 TM gap between the two methods"
kalakoti2026afsample3,4B,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,Only one method is shown; the caption does not say which (text implies AFsample3)
kalakoti2026afsample3,5A-B,PLOT,box,1,0,0,0,0,0,0,0,0,0,0,0,1,"Only the brackets against AFsample3 are drawn; the remaining 27 pairwise comparisons are pushed into panels (c,d)"
kalakoti2026afsample3,5C-D,MATRIX,heatmap,1,0,0,0,0,0,1,0,0,0,0,0,0,"Encodes significance class only — no effect size anywhere in the cell, so a p<0.0001 cell and a p<0.0001 cell of ten-fold different magnitude look identical"
kalakoti2026afsample3,6A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2026afsample3,6B,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2026afsample3,6C,PLOT,box,0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2026afsample3,6D-F,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"Each of the 12 panels carries its **own** confidence colour scale (e.g. 88–96 in row e, 92–96 in row f), so colour is not comparable across panels; axis ranges also differ per row"
kalakoti2026afsample3,7A,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"The y-axis label reads ""Targets with fill ratio > 0.27 (median), n=114"" while the text on p7 and p8 says 118 ensembles (77 + 41). Unresolved discrepancy"
kalakoti2026afsample3,7B-C,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"Twelve of 118 ensembles are shown, six from each outcome class, so the display is balanced 1:1 while the underlying split is 77:41"
kalakoti2026afsample3,8A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2026afsample3,8B,PLOT,line,1,0,0,1,0,0,0,0,0,0,0,0,0,"**Truncated y-axis (0.70–0.84)**, which inflates the DiSco-over-confidence gap (0.78 vs 0.74 at N=5) visually; the CI bands of DiSco and confidence overlap at large N and the paper does not report a significance test for this comparison"
kalakoti2026afsample3,"8C,E",PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2026afsample3,"8D,F",PLOT,bar,1,0,0,0,0,1,0,0,0,0,0,0,0,"Bars over a per-target distribution that is fully shown in 8c,e; acceptable here because the counts (c = 183, 203, 212, 217, 225 / 73, 107, 120, 130, 154) are printed on every bar"
kalakoti2026afsample3,8G,RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,1,0,"Three successes shown, chosen from 238; the caption itself says ""Selected successful examples"", and no failure render is given (the sFRP failure is deferred to Fig 9)"
kalakoti2026afsample3,9A,PLOT,scatter,1,0,1,0,0,0,0,0,0,0,0,0,0,Single target; n for the panel is never stated
kalakoti2026afsample3,9B-C,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"The number of ensemble models drawn in (c) is not stated, so the visual spread cannot be read as a population"
kalakoti2026afsample3,S1,PLOT,scatter,1,0,0,0,0,0,1,0,0,0,0,0,0,"The caption points to ""Table S1"" for method definitions rather than labelling the panels; no significance is attached to the corner counts"
kalakoti2026afsample3,S2,PLOT,bar (histogram),0,0,0,0,0,0,0,0,0,0,0,0,0,
kalakoti2026afsample3,S1 (table),MATRIX,table,1,0,1,0,0,1,1,0,0,0,0,0,0,"Means only — no dispersion, no n per cell, no confidence intervals for any of the 24 performance numbers"
khaleq2026hyaline,1,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,—
khaleq2026hyaline,2,SCHEMATIC,schematic,1,0,0,0,0,0,0,0,0,0,0,0,1,Caption promises three lettered panels the figure does not visually separate
khaleq2026hyaline,3,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,—
khaleq2026hyaline,4A,PLOT,bar,1,0,0,1,0,0,1,0,0,0,0,0,0,"**y-axis truncated at 40%**, inflating the HYALINE/ESM3 gap. Only the Class C bars are value-labelled (87.2 / 63.5 / 50.0); the Overall bars carry no numbers. Caption claims ""Error bars denote 95% confidence intervals computed via bootstrap resampling (n = 1,000)"" but **no error bars are drawn**. Cl"
khaleq2026hyaline,4B,PLOT,scatter,1,0,0,1,0,0,1,0,0,0,0,0,0,"y-axis truncated at 0.5; the correct-prediction cloud is pinned along confidence = 1.0, so the bulk of the data is an unresolvable line at the ceiling (the numeric saturation recorded in `metric_saturation`). The r = −0.119 in the panel title has no p-value or CI."
khaleq2026hyaline,5A,PLOT,bar,1,0,0,0,0,1,0,0,0,0,0,0,0,"Bars over distributions — mitigated only because 5B shows the same data as violins. Caption says weights are ""mapped to Ballesteros-Weinstein residue positions"", but the panel's axis is three motif categories, not positions. Caption reports ""Additional peaks at the intracellular end of TM5 (2.1×) an"
khaleq2026hyaline,5B,PLOT,violin,1,0,0,0,0,0,0,0,0,0,0,0,1,"Caption claims a comparison ""at conserved motifs compared to variable regions (p < 0.001, permutation test with n = 10,000 resamples)"" — **the variable-region reference distribution is not plotted**, so the stated comparison cannot be read off the figure. n behind each violin never given."
khaleq2026hyaline,6A-B,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"Axes unlabelled beyond ""t-SNE Dimension 1/2"" with no tick values; t-SNE inter-cluster distances are not interpretable yet the caption reads separation as evidence (""The clear separation between clusters explains the high classification performance""). Perplexity 30, 1,000 iterations given; random see"
khaleq2026hyaline,7,PLOT,bar (horizontal),1,0,0,1,0,0,1,0,0,0,0,0,0,"**x-axis truncated at 0.4**, compressing the four architectural ablations (0.971–0.987) into visually indistinguishable bars. No error bars or CIs on any bar despite 5-fold CV being available. **Figure values contradict the body text** for three of the ablations (motif bias −0.008 vs ""−2.7%""; RBF −0"
khaleq2026hyaline,8A-B,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"**The body text cites Fig. 8 for a result the figure does not contain**: ""We analyzed the distribution of prediction confidence scores to identify patterns in model certainty and characterize the sources of misclassification (Fig. 8)"" (p8) — there is no confidence-distribution panel anywhere in the "
khaleq2026hyaline,9A,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"Legend n values (179 / 94 / 1263 / 54, sum 1,590) are the **full dataset**, while the parallel t-SNE in Fig. 6 uses only the 278-structure test set — the two embedding figures are on different populations without saying so. The group sizes 1263 and 94 are exactly Table 2's Class A and Class C counts"
khaleq2026hyaline,9B,PLOT,scatter + fitted line,1,0,1,0,0,0,0,0,0,0,0,0,0,"The panel's headline numbers (""Mean: 16.9 ms/structure"", ""Throughput: 59/sec"") are internally inconsistent — 16.9 ms/structure implies ~59 **per second only if** the two are read together, yet Methods p13 states ""0.5 seconds per structure"" and ""approximately 7,200 structures per hour"" (≈2/sec), a ~3"
khaleq2026hyaline,10A,PLOT,scatter,1,0,1,0,0,0,0,0,0,0,0,0,0,Axes unlabelled and unticked; n behind the cloud never stated; no quantification of the separation the caption implies.
khaleq2026hyaline,10B,PLOT,bar,1,0,0,0,0,0,1,0,0,0,0,0,0,"Bars come from a single trained model with no error bars or seed replicates. **A fifth category, PIF (0.99, the largest learned weight of all), appears here and nowhere else** — the Methods motif-detection section (p12) describes only DRY, NPxxY and CWxP, and no text discusses PIF. Caption text desc"
khaleq2026hyaline,11,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,—
kim2023refining,1,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,—
kim2023refining,3,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,—
kim2023refining,5,PLOT,scatter or line,0,0,0,0,0,0,0,0,0,0,0,0,0,—
kim2023refining,8,unclassified,NOT EXTRACTED (panel not viewed),0,0,0,0,0,0,0,0,0,0,0,0,0,—
kim2023refining,10,unclassified,NOT EXTRACTED (panel not viewed),0,0,0,0,0,0,0,0,0,0,0,0,0,—
kim2023refining,11,unclassified,NOT EXTRACTED (panel not viewed),1,0,0,0,0,0,0,0,0,0,0,0,1,"**Directly analogous to a readability-vs-noise-level curve**, which is why this row is kept"
kim2023refining,15–16,unclassified,NOT EXTRACTED (panel not viewed),0,0,0,0,0,0,0,0,0,0,0,0,0,—
kim2023refining,20,unclassified,NOT EXTRACTED (panel not viewed),0,0,0,0,0,0,0,0,0,0,0,0,0,—
kim2023refining,32–51,RENDER,image grid,1,0,0,0,0,0,0,0,0,0,0,0,1,Qualitative only
kim2023refining,Tables 1–10,unclassified,table,0,0,0,0,0,0,0,0,0,0,0,0,0,—
kim2026mac1,1A,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,1B,PLOT,bar,1,0,0,1,0,1,0,0,0,0,0,0,0,"Bars over a distribution: the underlying IC₅₀ values are binned into 5 coarse bins, so the sub-µM tail is one bar. Also the 355 ligands **without** dose–response are simply absent, and the caption does not say the set is truncated at the potent end (that is only in the p3 text)"
kim2026mac1,1C,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"Cluster ellipses are drawn only on the MCS panel; the Tc panel shows visually more structure than 4 clusters and is left unannotated, which understates the disagreement between the two metrics"
kim2026mac1,1D,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"The panel makes visible — but the text never says — that at least one of the 557 has an **MCS of 100% and Tc 0.92** to a training ligand, i.e. a near-identical compound was in training. The holdout is by *deposition*, not by chemistry"
kim2026mac1,1D-inset,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,2A,PLOT,line (kernel density) + tabulated counts,1,0,1,0,0,0,0,0,0,0,0,0,0,"The **headline success rates live only in the table image** and are absent from the extracted text (the running text on p4 rounds them to ""~70%"", ""52%"", ""41%""). The density curves carry no confidence band and no n annotation on the panel itself"
kim2026mac1,2B,RENDER,structure render + tabulated counts,1,0,0,0,0,0,0,0,0,0,0,0,1,"**The AF3 prediction itself is not shown in either render** — the two colours are crystal-alternate vs 5SQW reference, so the figure that carries the conformational-failure claim contains no predicted structure. The quantitative result exists only as the table"
kim2026mac1,2C,PLOT,scatter,1,0,0,1,1,0,1,0,0,0,0,0,0,The y-axis is truncated at ~18 Å while the density plot in 2A runs to 10 Å — different ranges for the same quantity in one figure. Pearson r is printed but no CI and no p-value
kim2026mac1,2C-inset,RENDER,structure render + schematic,1,0,0,0,0,0,0,0,0,0,0,0,1,"Exemplars are chosen after the RMSDs are known and are all successes (1.00, 0.37, 0.75 Å); no low-similarity failure is shown alongside"
kim2026mac1,3A,PLOT,line,1,0,1,0,0,0,0,0,0,0,0,0,0,"No confidence bands on any curve and no n printed on the panel; AUROC and norm_logAUC are given without CIs, so the 75.72 / 73.49 / 72.65 ordering is presented as a ranking without any evidence it is separable"
kim2026mac1,3B,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,3C,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,4A,PLOT,scatter,1,0,0,0,0,0,0,0,0,1,0,0,0,"**The panel labelled ""a)"" is printed TWICE and panel b) is missing entirely.** The caption and the p9 text both describe a panel b (""Lower co-folded ligand RMSDs associate with higher affinity, while docked pose RMSDs do not""; r = −0.297 AF3, r = −0.387 Boltz-2, no correlation for DOCK) and the two "
kim2026mac1,5A-C-violin,PLOT,violin (split),1,0,0,0,0,0,1,0,0,0,0,0,0,"Each violin's y-axis is scaled independently per panel, so the AF3 column (a 30-point pLDDT range) looks as separated as the DOCK column (a 60 kcal/mol range) until the AUROC is read. Medians are drawn as thin lines with no IQR box and no CI"
kim2026mac1,5A-C-roc,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,No confidence bands; the AF3 D4 curve sits below the diagonal (AUROC 46.42) and this is not annotated on the panel
kim2026mac1,S1A-B,PLOT,histogram (bar),0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,S1C-D,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"n for the ""all ligands deposited in PDB"" background is never given"
kim2026mac1,S2,PLOT,scatter + tabulated counts,0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,S3A,PLOT,line (density),1,0,0,0,0,0,0,0,0,0,0,0,1,The 1.5 Å and 3 Å state-defining thresholds are stated in the caption but never justified
kim2026mac1,S3B,MATRIX,heatmap (2×2 confusion matrices),0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,S4,PLOT,scatter,0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,S5A/S5C,PLOT,box or violin (mark not stated in caption),1,0,1,0,0,0,0,0,0,0,0,0,0,Per-bin n is not given in the caption; the >0.6 Tc and >80 MCS bins are likely very small (Fig 1d shows few such ligands) and any bin-wise claim rests on them
kim2026mac1,S5B/S5D,PLOT,box or violin (mark not stated),1,0,0,0,0,0,0,0,0,0,0,0,1,The four series have four incommensurate score units on one measure axis
kim2026mac1,S6,PLOT,scatter,0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,S7,PLOT,scatter,0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,S8,PLOT,histogram or density (mark not stated),1,0,0,0,0,0,0,0,0,0,0,0,1,"This is the panel that would show whether the σ₂/D4/AmpC molecules are pre- or post-cutoff, and the caption discusses only chemical similarity, never deposition date"
kim2026mac1,S9,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"Actives only; the false positives that make the task hard are excluded from every panel, which is the flattering case the authors themselves flag on p12"
kim2026mac1,S10,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"Under the fixed-2× assumption the caption itself warns the baseline is uninterpretable (""Baseline MAE is only quoted for b), since the error could be misinterpreted when all non-binders' pKi values are fixed"") — yet the 2× number is the one quoted first in the p12–13 text"
kim2026mac1,S11,PLOT,line,0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,S12,PLOT,line with band,0,0,0,0,0,0,0,0,0,0,0,0,0,
kim2026mac1,S13,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"The Mac1 panel has only one series (""Note that Mac1 dataset comprises only actives"") and so is not comparable to the other three, but is drawn in the same grid"
kohlhoff2014gpcr,1B-D,PLOT,line / trajectory projection,0,0,0,0,0,0,0,0,0,0,0,0,0,—
kohlhoff2014gpcr,S1–S22,unclassified,NOT EXTRACTED,0,0,0,0,0,0,0,0,0,0,0,0,0,—
krishna2024rfaa,1A-B,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
krishna2024rfaa,2A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
krishna2024rfaa,2B,PLOT,box,1,0,1,1,0,0,0,0,0,0,0,0,0,"**y-axis truncated at 20 Å** — stated in the caption (""All boxplots cut off at 20Å for clarity""), so the upper tail and the true worst-case magnitude are invisible; **per-box n not shown**, and the bins are plainly unequal in size"
krishna2024rfaa,2C,PLOT,scatter,1,0,0,1,0,0,0,0,0,0,0,0,0,"**Both axes clipped at 20 Å** with no break marker, so any target where either method failed badly is either dropped or piled on the frame; the 32%/8% summary is stated only in the text, not on the panel"
krishna2024rfaa,2D,RENDER,structure render,1,0,1,0,0,1,0,0,0,1,0,0,0,"**Selected successes** — ""Three examples of successful predictions""; no distribution, no n, and no failure counterpart for the multi-component claim, which is the paper's strongest novelty claim (p5, p11) and has **no quantitative panel anywhere**"
krishna2024rfaa,2E,PLOT,bar,1,0,1,0,0,1,0,0,0,0,0,0,0,"**Bar over a distribution** — six single bars stand in for six full RMSD distributions; **n is never given** for this set in the whole PDF; **the input regimes differ across bars** (RFAA gets sequence only, DiffDock gets the bound crystal structure) and that is disclosed only in the caption, not on "
krishna2024rfaa,2F-G,PLOT,box,1,1,1,1,0,0,0,0,0,0,0,0,0,"**y-axis truncated at 20 Å**; **per-box n not shown** and the strata are certainly unequal; and critically, **each point is the lowest-RMSD cluster representative**, not a target — ""the lowest Ligand RMSD cluster representative is chosen for each (to answer the question of what is the best the netwo"
krishna2024rfaa,2H,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Selected successes**, chosen after scoring against the reference"
krishna2024rfaa,3A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
krishna2024rfaa,3B-D,PLOT,box,1,0,1,1,0,0,0,0,0,0,0,0,0,"**B truncated at 15 Å** (""Boxplot cut off at 15Å for clarity""), C and D at 10 Å with no caption acknowledgement at all; **per-box n not shown** anywhere, which matters most in C where the 100%-identity bin is the memorisation control"
krishna2024rfaa,3E-G,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,"**Selected successes**; the cryo-EM density fit is asserted visually (""fits well in the density"", p7) with **no correlation coefficient, no real-space R, no quantitative fit metric at all**"
krishna2024rfaa,4A,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
krishna2024rfaa,4B (top row),SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
krishna2024rfaa,4B (rows 2-3),RENDER,structure render,1,1,0,0,0,0,0,0,0,0,0,0,0,"**2 of 100 shown**, chosen to ""illustrate design diversity"" — the diversity itself is only quantified in Fig S6"
krishna2024rfaa,4C (top),PLOT,box,1,0,0,0,0,0,0,0,0,0,0,0,1,"**The RFdiffusion box runs off the top of the frame in the FAD and SAM panels** — its median and upper quartile are outside the plotted range, so the size of the baseline's failure is unreadable; **per-box n never given**; each observation is already a **best-of-eight** over LigandMPNN sequences"
krishna2024rfaa,4C (bottom),PLOT,line,1,0,1,0,0,0,0,0,0,0,0,0,0,**Per-panel n not shown**; again best-of-eight per design
krishna2024rfaa,5A-C (renders),RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"**No experimental structure of any design is reported** — every structural claim about the designed pockets is a model, and the paper says so implicitly by showing only designs"
krishna2024rfaa,5A (FP curve),PLOT,scatter + line,1,0,0,0,0,0,1,0,0,0,0,0,0,"**No error bars and no replicate count**; a single Kd is quoted from a single fitted curve, and **the other two characterised hits are not shown**"
krishna2024rfaa,5A (CD),PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Inset y-axis is unlabelled** apart from a bare numeric scale, and the melt is a single trace with no replicate"
krishna2024rfaa,5B (UV/Vis),PLOT,line,1,1,0,0,0,0,0,0,0,0,0,0,0,"**1 of 38 shown** — the panel shows one representative design out of 38 that passed SEC, and the distribution of Soret maxima across the 96 spectroscopically positive designs is never plotted"
krishna2024rfaa,5C (absorption),PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Normalisation to 1 removes all information about extinction coefficient and about how much bilin each design actually incorporated**, which is the property the CpcA comparison turns on; the CpcA-PEB control trace (573 nm) is in Fig S8B, **not on this panel**, so the shift being claimed is not visi"
krishna2024rfaa,S1,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
krishna2024rfaa,S2A-B,PLOT,scatter,1,0,1,1,0,0,0,0,0,0,0,0,0,"**Per-panel n not given**, and it is not stated whether these are the same 149 targets as Fig 2C; **both axes clipped at 30 Å**"
krishna2024rfaa,S2C,PLOT,bar,1,0,1,0,0,1,0,0,0,0,0,0,0,"**Bar over a distribution**, **no n**, and the x-axis runs 0–1 with all three bars near 0.9–1.0, which compresses exactly the differences the panel exists to show"
krishna2024rfaa,S2D,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
krishna2024rfaa,S3A,PLOT,box,1,0,0,1,0,0,0,0,0,0,0,0,0,"**n never given for either box** in text or caption, despite a paired t-test being reported; **both panels clipped at 5 Å**; and both arms are **pre-filtered on confidence** (PAE<10, pLDDT>0.8), so the panel compares the two models only where both were already confident"
krishna2024rfaa,"S3B-D, S3F-G",RENDER,structure render,1,0,1,0,0,0,0,0,0,1,0,0,0,"**The paper's only conformational-change claims live here and are entirely visual** — β3a loop shift and helix repositioning are asserted from renders with **no RMSD, no per-residue metric, no n**; and the caption concedes the FKBP51 shift is ""represented in the PDB and our training set"""
krishna2024rfaa,S3E,PLOT,scatter,1,1,1,0,0,0,1,0,0,0,0,0,0,"**Per-panel n not reported** for the one panel in the paper that measures a conformational effect; no summary statistic, no test, and no statement of how many points lie off the diagonal in each direction; the two illustrated cases are **selected off this scatter after the fact**"
krishna2024rfaa,S4A,PLOT,bar,1,0,1,0,0,1,0,0,0,0,0,0,0,"**Bar over a distribution**; **no n anywhere in the PDF for this set**; and the decisive fact that Vina and Gold receive the bound crystal structure plus a pocket bounding box while RFAA receives only sequence is in the caption, not on the chart"
krishna2024rfaa,S4B,PLOT,bar,1,0,1,0,0,0,0,0,0,0,0,0,0,**No n**; the incremental deltas are annotated (−0.01 … −0.39) but the absolute base count is never stated
krishna2024rfaa,S4C,PLOT,histogram + line,0,0,0,0,0,0,0,0,0,0,0,0,0,
