row_id,receptor,input_state_claim,uniprot,input_path,input_sha256,backbone,arm,seed_outer,seed_inner,cell_id,gpcr_class,d_npxxy_oh,d_gpcrdb_tm6_tilt_246_637_ca,tm6_kink_angle,delta_to_active,delta_to_inactive,rmsd_to_active_ref,rmsd_to_inactive_ref,npxxy_active,tilt_active,active,threshold_npxxy_used,threshold_tilt_used,threshold_kink_used,plddt_mean,plddt_at_anchors,plddt_at_anchors_list,min_plddt_at_anchor,n_interface_contacts_ga_receptor,d_ga_alpha5_r350_ca,plddt_ga_alpha5,engaged,tm6_helicity_6_30_6_50,tm6_helicity_pass,excl_E1,excl_E2,excl_E3,excl_E3_tilt,excl_E3_npxxy,excl_E4,excl_E5,excl_any,excl_reason,ref_pdb_sha_active,ref_pdb_sha_inactive,passed,A1_amino_acid_identity,A2_fasta_completeness,A3_wrong_chain,A4_reference_class_match,A5_species_match,A6_receptor_identity,scorer_git_sha,scorer_version
127,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1151534817/pred.model_idx_1.cif,5065c46a3aea7f2b87f971347ebfcea2452d2290f9a50d9a474b5ae40ec4d3cb,chai,apo,1151534817,1151534817,5HT2C_apo_chai,A,13.721074812127512,13.084462885422544,159.6797712233826,-4.533365936959909,-1.847996908779459,1.9516,0.9675,False,False,False,9.08,14.932,,71.98038265717923,83.92143789573494,"[74.6876369823109, 84.24608357747395, 83.98508326212566, 70.48521974351671, 78.9466667175293, 71.55699984232585, 92.72287559509277, 80.74924945831299, 92.23314230782645, 76.61062526702881, 93.59199905395508, 94.19042859758649, 94.34179992675782, 89.64080047607422, 64.9055456681685, 85.9163309733073, 87.32574939727783, 81.43837547302246, 91.72571672712054, 89.12842886788505]",64.9055456681685,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
128,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1151534817/pred.model_idx_2.cif,fe88cee3a785b700761a722e6586ac0a69a3944f6cf84ab4d8112b2623c13b34,chai,apo,1151534817,1151534817,5HT2C_apo_chai,A,13.57398180343557,12.99766409782927,158.84289240983435,-3.976828479034035,-1.2914594508535853,1.8187,0.9827,False,False,False,9.08,14.932,,71.64917499595366,83.43379555520556,"[74.02100025523792, 83.05958239237468, 83.66433270772298, 70.66111119588216, 78.57883326212566, 71.43775018056233, 92.5669994354248, 80.13324928283691, 92.11885615757534, 75.98400020599365, 93.26950168609619, 94.32514299665179, 94.18100128173828, 89.56399993896484, 64.62072719227184, 85.2135009765625, 86.0151252746582, 80.55662536621094, 90.73285675048828, 87.97171456473214]",64.62072719227184,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
129,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_13366252/pred.model_idx_2.cif,7a69858f49f321c184dc5989c3b9f7d8cbc002ef289d7d17c68b6c16fac62281,chai,apo,13366252,13366252,5HT2C_apo_chai,A,10.309319182176871,14.032629867562246,160.00323992882844,-3.981321972645416,-1.2959529444649664,1.578,1.2345,False,False,False,9.08,14.932,,71.68984172120673,83.5289075939927,"[74.32781843705611, 83.64183362325032, 83.96349970499675, 70.7205547756619, 78.67199961344402, 69.95500024159749, 91.89587593078613, 80.57737445831299, 91.51557050432477, 76.29800033569336, 92.6302490234375, 94.19871412004743, 94.12599868774414, 89.64179992675781, 63.14263638583097, 85.88083394368489, 87.26550102233887, 81.45574855804443, 91.64014325823102, 89.02899932861328]",63.14263638583097,,,,,0.9047619047619048,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
130,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_13366252/pred.model_idx_3.cif,f463aa85d9e831708d1ddf5559b2e6f69a28268d50d73490d046c14c92f2d7a7,chai,apo,13366252,13366252,5HT2C_apo_chai,A,13.80277309094082,12.622851896461434,159.62347297051895,-4.544074784626581,-1.8587057564461311,1.9734,0.96,False,False,False,9.08,14.932,,72.01602683527221,83.891407597323,"[75.52627182006836, 84.21750068664551, 83.94025039672852, 71.79511133829753, 79.58449808756511, 69.78366661071777, 92.6994981765747, 80.75174903869629, 92.2615716116769, 74.99849891662598, 93.35524940490723, 94.13185664585659, 94.29690017700196, 89.94439849853515, 64.33627284656872, 86.14550018310547, 87.33812618255615, 81.3933744430542, 91.92557198660714, 89.40228489467076]",64.33627284656872,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
131,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_13366252/pred.model_idx_4.cif,fc7a5fad00c7ebce826034192c61985578f6057402a1c6e61864f15b1fc5f338,chai,apo,13366252,13366252,5HT2C_apo_chai,A,10.991748814451684,13.677455062985947,160.7911377914689,-3.3546127247748583,-0.6692436965944086,1.6385,1.1163,False,False,False,9.08,14.932,,71.5691319501907,83.4127851759923,"[74.11154625632547, 84.11766751607259, 83.48449961344402, 70.77311197916667, 78.60350036621094, 69.45091756184895, 91.82274913787842, 79.9709997177124, 91.5125710623605, 76.2413740158081, 92.39249897003174, 94.11771392822266, 94.05810012817383, 89.45559997558594, 63.136545007879086, 85.97416687011719, 87.1265001296997, 81.01449966430664, 91.69342803955078, 89.19771357945034]",63.136545007879086,,,,,0.9047619047619048,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
132,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1355541615/pred.model_idx_0.cif,5c28c6fbb071564e468c43ced7367169d189938bca0155638ce8225830258d09,chai,apo,1355541615,1355541615,5HT2C_apo_chai,A,14.465663413753274,12.874281067306244,156.91328118462087,-4.800237526201283,-2.114868498020833,2.0223,0.9437,False,False,False,9.08,14.932,,72.0981652826162,84.00729337037211,"[75.65227231112394, 84.58683395385742, 83.84975051879883, 72.0612212287055, 79.77016703287761, 69.53675015767415, 92.7244987487793, 81.33187484741211, 92.5038561139788, 76.21962547302246, 93.71712493896484, 94.20757184709821, 94.25589904785156, 89.77360076904297, 63.810272910378195, 85.78383382161458, 87.1733751296997, 82.33862400054932, 91.84900011335101, 88.99971444266183]",63.810272910378195,,,,,0.9047619047619048,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
133,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1151534817/pred.model_idx_3.cif,5cb40a8b17661c74451f4740612c01a56a07bcbb1d594c62f7aa2ca913e3ba81,chai,apo,1151534817,1151534817,5HT2C_apo_chai,A,13.719681228075236,13.096279089878925,158.13909133311998,-4.3151373829533615,-1.6297683547729118,1.8767,0.9017,False,False,False,9.08,14.932,,72.00718354616022,84.0444531338349,"[74.99081698330966, 84.31883303324382, 84.08875020345052, 71.51688893636067, 79.08749898274739, 71.59466743469238, 92.56537532806396, 80.73299980163574, 92.1461432320731, 76.57337474822998, 93.27562427520752, 94.3260007585798, 94.22450103759766, 89.80680084228516, 64.95736312866211, 86.00783411661784, 87.82912635803223, 81.30874919891357, 92.09399959019252, 89.44371468680245]",64.95736312866211,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
134,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1151534817/pred.model_idx_4.cif,06d1dac62dccec43e81d77234a317371c947256ddc0ca86625613d6eed04ab34,chai,apo,1151534817,1151534817,5HT2C_apo_chai,A,13.328115770805717,12.476817943690609,160.97346161247734,-3.8802765053899457,-1.1949074772094956,1.9929,0.8147,False,False,False,9.08,14.932,,71.84189422408534,83.68744491742287,"[74.57818048650569, 84.21675046284993, 83.8752498626709, 71.06655502319336, 79.02783203125, 69.78874969482422, 92.73274898529053, 80.28850078582764, 92.21899959019252, 75.49549961090088, 93.40050029754639, 94.10428510393415, 94.21299896240234, 89.664599609375, 63.98800000277433, 85.95800018310547, 87.28924942016602, 80.7606258392334, 91.79914311000279, 89.28242928641183]",63.98800000277433,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
135,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_13366252/pred.model_idx_0.cif,53fd30a45ee9b64e03ead1445f4ed3256f907e69ea7f2066007f2b896d4a17ae,chai,apo,13366252,13366252,5HT2C_apo_chai,A,16.43257606098326,13.370221538927469,159.90410445164994,-4.3828952267657915,-1.6975261985853418,1.8078,1.0534,False,False,False,9.08,14.932,,71.90358225704671,83.75355841588494,"[74.8946366743608, 84.17108217875163, 83.96283213297527, 71.42588848537869, 79.16716639200847, 69.0817502339681, 92.21975040435791, 80.78537368774414, 91.88871438162667, 76.77837562561035, 93.13187503814697, 94.1297138759068, 94.22940063476562, 89.71999969482422, 64.11100006103516, 85.9670015970866, 86.97749900817871, 81.52425003051758, 91.78828648158482, 89.11657169886998]",64.11100006103516,,,,,0.9047619047619048,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
136,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_13366252/pred.model_idx_1.cif,9f85ea7c3c7f4b028d54acd180cc361c55396c2f25710ef752b15b064f919722,chai,apo,13366252,13366252,5HT2C_apo_chai,A,14.219959810069788,13.15392192465806,157.00292909087827,-3.77726593326242,-1.0918969050819705,1.8545,0.9184,False,False,False,9.08,14.932,,71.84246951750681,83.80836506071543,"[74.47054637562145, 84.00150044759114, 83.7892500559489, 70.81722259521484, 78.69116592407227, 71.33841641743977, 92.82925033569336, 80.45999908447266, 92.24685668945312, 76.4868745803833, 93.54712390899658, 94.20214189801898, 94.21079940795899, 89.66819915771484, 64.33018146861683, 85.7186673482259, 87.06887435913086, 81.54937553405762, 91.84442683628627, 88.89642878941127]",64.33018146861683,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
137,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1840682194/pred.model_idx_0.cif,5399101d66e8289d6cc490b1d87981982955ffa2c590052857baad5fb01af740,chai,apo,1840682194,1840682194,5HT2C_apo_chai,A,16.586085312695097,13.640658268573404,159.36773603186597,-4.350100173562387,-1.6647311453819371,1.7646,1.0977,False,False,False,9.08,14.932,,71.85049271358025,83.79886629532598,"[74.89990858598189, 84.1381664276123, 83.93458239237468, 71.43177753024631, 79.02383422851562, 69.59041595458984, 92.1220006942749, 80.75874900817871, 91.85499899727958, 76.82950019836426, 93.21875, 94.13214220319476, 94.22769927978516, 89.49879913330078, 64.25600017200817, 85.9109992980957, 87.11662578582764, 81.74637508392334, 92.12342943464007, 89.16257149832589]",64.25600017200817,,,,,0.9047619047619048,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
138,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1840682194/pred.model_idx_1.cif,76bd73b8f49c6e1190a8bb9472f45629a540550c0b9dd8dbf881f34596148453,chai,apo,1840682194,1840682194,5HT2C_apo_chai,A,14.446249651726225,12.829674469759553,160.51311073395638,-4.439631698298983,-1.7542626701185338,1.9704,0.9015,False,False,False,9.08,14.932,,71.89838111783808,83.90831006175338,"[74.87290919910778, 84.43375142415364, 84.01066716512044, 71.32955593532986, 79.04466501871745, 71.30483373006184, 92.79400157928467, 80.5098762512207, 91.91685812813895, 76.31974983215332, 93.29074954986572, 94.19414302280971, 94.21599960327148, 89.66960144042969, 64.5669999556108, 85.99400075276692, 87.42399978637695, 81.50512504577637, 91.58671351841518, 89.18200029645648]",64.5669999556108,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
139,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1840682194/pred.model_idx_2.cif,d1d5a6ea917f41b72ecdcb8533407e9cb0b08249c8c8959bfbe35afd52c19e6b,chai,apo,1840682194,1840682194,5HT2C_apo_chai,A,10.018924143839,13.758822987450635,160.40212232112708,-3.532505075060442,-0.8471360468799922,1.5598,1.1969,False,False,False,9.08,14.932,,71.81506218965474,83.60270921372748,"[74.32909150557084, 83.95999908447266, 83.79683367411296, 71.0056660970052, 78.72666549682617, 69.0589993794759, 91.96287536621094, 80.55625057220459, 91.60457066127232, 76.45212459564209, 92.67187595367432, 94.1922858101981, 94.13660049438477, 89.40819854736328, 64.41472799127752, 85.91333262125652, 87.15374946594238, 81.54562377929688, 91.9845711844308, 89.18014199393136]",64.41472799127752,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
140,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1355541615/pred.model_idx_4.cif,d569ec655b252f6686fe40413fcd7408a7985b9667005ee03488ef0b6b354afb,chai,apo,1355541615,1355541615,5HT2C_apo_chai,A,14.203720815335677,13.000010653841787,159.49254235817747,-4.198734056933693,-1.5133650287532436,1.9148,0.9309,False,False,False,9.08,14.932,,71.85924475969634,83.86897368347145,"[74.92945410988547, 85.54858334859212, 84.46800104777019, 71.12322192721896, 79.05366643269856, 69.48799928029378, 92.73062515258789, 80.33937549591064, 92.20971570696149, 75.91024971008301, 93.60237503051758, 94.62042890276227, 94.23020095825196, 89.66699829101563, 65.4288180958141, 85.91083399454753, 87.28337478637695, 80.74912452697754, 91.06214250837054, 89.02428436279297]",65.4288180958141,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
141,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1840682194/pred.model_idx_4.cif,9b0eb3644460b109eaf4b9aff68044d0905ff0c349ac3cdd725a6deeccbdfa33,chai,apo,1840682194,1840682194,5HT2C_apo_chai,A,12.892413466841653,12.53995681810747,158.38516620598764,-4.5374111702030575,-1.852042142022608,2.0958,0.9337,False,False,False,9.08,14.932,,72.03443595058651,83.94786025656938,"[75.11100006103516, 83.77108256022136, 83.65683237711589, 71.90922122531467, 79.49583435058594, 71.34266757965088, 92.71637344360352, 80.81925106048584, 92.2932848249163, 76.99599933624268, 93.55187511444092, 94.06628526960101, 94.23429946899414, 89.76139984130859, 63.71854608709162, 85.96816635131836, 87.26287364959717, 81.22749996185303, 91.91871316092355, 89.13599940708706]",63.71854608709162,,,,,0.9047619047619048,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
142,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_395131368/pred.model_idx_0.cif,7706628473bd52a6f567421ed47adfd460cbe9720402471640dd130f89aa8c6f,chai,apo,395131368,395131368,5HT2C_apo_chai,A,11.211015743455183,15.53082666827494,162.19934650683354,-0.3904999415244159,2.2948690866560337,1.2464,1.4873,False,True,False,9.08,14.932,,71.85550981585925,82.90525838554679,"[73.86808984929866, 83.763916015625, 83.33083279927571, 65.49433263142903, 75.1663335164388, 69.78316688537598, 92.01012516021729, 77.3831262588501, 91.88199942452567, 76.57287406921387, 92.956374168396, 94.29571424211774, 94.1234001159668, 89.58300170898437, 63.401180960915305, 85.95600128173828, 87.17637538909912, 80.73175048828125, 91.51271493094308, 89.11385781424386]",63.401180960915305,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
143,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_395131368/pred.model_idx_1.cif,f6ab75993575c13fbe54ef0277c41f675fce1bce911a2c80e3a2cd9ea7f09cbc,chai,apo,395131368,395131368,5HT2C_apo_chai,A,11.39719974379672,13.934886185398144,158.7343784465912,-4.366165901193833,-1.680796873013383,1.7103,1.182,False,False,False,9.08,14.932,,72.06360414777255,83.93579781994676,"[75.01209085637873, 84.07383346557617, 84.06508318583171, 71.48133341471355, 79.05750020345052, 70.38250001271565, 92.0803747177124, 81.03687572479248, 91.78757040841239, 76.67949962615967, 92.93237590789795, 94.29842921665737, 94.1431999206543, 89.82839965820312, 64.72754495794123, 86.10716756184895, 87.42587375640869, 81.98887538909912, 92.15299987792969, 89.45442853655133]",64.72754495794123,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
144,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1840682194/pred.model_idx_3.cif,60f22fcd6719afca0d05a7017ee24dee01c07ac4d0d28f26b259f9540a4dc538,chai,apo,1840682194,1840682194,5HT2C_apo_chai,A,11.181573458149796,14.242879659675566,159.92835072640503,-4.277012945334667,-1.591643917154217,1.6158,1.1996,False,False,False,9.08,14.932,,71.76508030577035,83.66591718426,"[74.73572783036666, 83.96508407592773, 83.8729985555013, 70.76988855997722, 78.83283233642578, 70.19841702779134, 92.13350009918213, 80.49662494659424, 91.56314304896763, 76.78762435913086, 92.73600101470947, 94.45585632324219, 94.06230010986329, 89.56679840087891, 64.63272718949752, 85.72799936930339, 87.06462478637695, 80.84562397003174, 91.71857234409877, 89.15199933733258]",64.63272718949752,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
145,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1355541615/pred.model_idx_1.cif,68345f9699989907602139e0f0788f779ad32fd406bef20ebc98a9d7c9ae69f0,chai,apo,1355541615,1355541615,5HT2C_apo_chai,A,14.680319955641297,13.324827203382416,159.45001504148084,-3.875585902365168,-1.1902168741847188,1.8079,1.0344,False,False,False,9.08,14.932,,71.79822510451832,83.89096520928939,"[74.56981832330877, 84.21316591898601, 84.1724173227946, 71.04866706000433, 78.87950007120769, 70.55308310190837, 92.5458755493164, 80.69112491607666, 92.130857195173, 76.56512546539307, 93.57775020599365, 94.51428549630302, 94.23300018310547, 89.49620056152344, 64.90127286044034, 85.8625005086263, 87.28200149536133, 81.7353744506836, 91.63014112200055, 89.21714237758091]",64.90127286044034,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
146,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1355541615/pred.model_idx_2.cif,90afa6ba279c8dbe5090c42b63a12c4ec79ecdb7aef869ff9c23cf20b26eaa4e,chai,apo,1355541615,1355541615,5HT2C_apo_chai,A,10.980458460374049,13.591572830250366,160.0391928068376,-3.737548912279758,-1.0521798840993082,1.7198,1.0977,False,False,False,9.08,14.932,,71.88826302529534,83.87305433544418,"[75.39354567094283, 86.04950014750163, 84.70308367411296, 71.62100050184462, 79.0706672668457, 70.01616636912028, 91.86499881744385, 80.55887603759766, 91.38785770961216, 75.89737510681152, 92.57975006103516, 94.17814200265067, 94.06990127563476, 89.58280029296876, 64.87872765280984, 86.04499944051106, 87.24762439727783, 81.19050025939941, 91.84557124546596, 89.27999877929688]",64.87872765280984,,,,,0.9047619047619048,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
147,5HT2C,apo,5ht2c_human,/hpc/scratch/sengaad1/paper_af3/experiments/018_block_a_switch_test/018_block_a_switch_test_5ht2c_apo_chai/bf9b38ae64d4/chai/seed_1355541615/pred.model_idx_3.cif,3e141a16dcd54949be8bfc454e50c51560da06ed3ed60f425902d7f655ce8d52,chai,apo,1355541615,1355541615,5HT2C_apo_chai,A,13.160507019108344,15.985601458812866,162.58835407260074,-0.2607504994491378,2.424618528731312,1.2591,1.4963,False,True,False,9.08,14.932,,71.72246167485473,82.79090865925104,"[73.96354536576705, 83.0799986521403, 82.92333348592122, 65.26522233751085, 74.4568354288737, 68.92983277638753, 92.01299953460693, 76.62337493896484, 92.0942862374442, 77.11625099182129, 93.03574848175049, 94.15099988664899, 93.99640121459962, 89.45959930419922, 64.1633633700284, 85.81666692097981, 87.00087451934814, 80.6701250076294, 91.87571498325893, 89.18299974714007]",64.1633633700284,,,,,0.9523809523809524,True,False,False,True,False,True,False,False,True,E3,3e57e3bc26df0f84e6909860bd82de4ae046e60721d5ccb25be3c5f167f49950,21e0e148d922051f84bfef65b35f7c7b3c3d59055fd3548dba5b9507432e0dee,True,,,,,,,04243c45bdd2285ca195add098a7f333a0d60476,0.1.0+04243c45bdd2285ca195add098a7f333a0d60476
