receptor_slug	rung	in_core32_provisional	in_g10_scan	cognate_family	cognate_subtype	cognate_accession	evidence_class	verdict	rule_r_active_pdb	reverses_blockb_prior	blockb_prior	len	sha256	option_a_tip_subtype	option_a_sha256	option_b_scaffold_subtype	option_b_sha256	option_c_deposited_tip_sha256	caveat
ADRB2	R5_a5plus	no	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	8GG0	no	Gs	36	52ab88cba555bdfc50374dea3e1b81a6a37145c13c6b4278fc3dff463c2b7a25						
ADRB2	R6a_da5	no	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	8GG0	no	Gs	368	7c75cc25b56cb2dac657baecbcc2a034e87e56c3f39fae2e9c982319927bde90						
ADRB2	R7_full	no	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	8GG0	no	Gs	394	6dedace6845efaa21a29f1b95f01b291bbbc27a72e2d8835a9ae15b3909c91bb						
AGTR1	R1_ct11	yes	no	Gq/11	Gq	P50148	CONVENTION_FALLBACK	frozen_by_convention	6OS2	no	Gq	11	352936d3e72c33c9d67da7fdb4ee3e5781d58dc3f59637aa2d6d7db2b02aabd6						6OS2 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AGTR1	R2_ct15	yes	no	Gq/11	Gq	P50148	CONVENTION_FALLBACK	frozen_by_convention	6OS2	no	Gq	15	7861ee15ebd234c9d6e9d8f1fa0022dcbee49aba1099911631ca05c6c48e488d						6OS2 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AGTR1	R3_ct21	yes	no	Gq/11	Gq	P50148	CONVENTION_FALLBACK	frozen_by_convention	6OS2	no	Gq	21	ca9c43b3512da42d954f460071ed681cb95a05eb4a66fc95bf75f9f8fddfa443						6OS2 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AGTR1	R4_a5helix	yes	no	Gq/11	Gq	P50148	CONVENTION_FALLBACK	frozen_by_convention	6OS2	no	Gq	26	04cdb830714025abed85ae985c0fde900515913447b9902df70a9a9c0854a138						6OS2 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AGTR1	R5_a5plus	yes	no	Gq/11	Gq	P50148	CONVENTION_FALLBACK	frozen_by_convention	6OS2	no	Gq	36	324cb7f2f4220c7e848a90486bd27f744bcfc81a57cc63deef3d3fa3b5b649a1						6OS2 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AGTR1	R6a_da5	yes	no	Gq/11	Gq	P50148	CONVENTION_FALLBACK	frozen_by_convention	6OS2	no	Gq	333	b596d3ee285fb9fe2504c944ec3dce54567c45f2169ae66f5d7f86977de646c0						6OS2 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
AGTR1	R7_full	yes	no	Gq/11	Gq	P50148	CONVENTION_FALLBACK	frozen_by_convention	6OS2	no	Gq	359	aae9e1c2493fd38402f4ff11436a321d9eae94449b07c61568995565cdcdefc0						6OS2 contains no G-alpha entity (nanobody/antibody, other). Family from coupling_assignments.csv:recommended_family; subtype is the DECLARED representative of that family, NOT a structure read. An off
APJ	R1_ct11	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8XZH	no	Gi	11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
APJ	R2_ct15	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8XZH	no	Gi	15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
APJ	R3_ct21	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8XZH	no	Gi	21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
APJ	R4_a5helix	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8XZH	no	Gi	26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
APJ	R5_a5plus	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8XZH	no	Gi	36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
APJ	R6a_da5	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8XZH	no	Gi	328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
APJ	R7_full	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8XZH	no	Gi	354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
B1B1U5	R1_ct11	yes	no	Gq/11	Gq	P50148	STRUCTURE_NEAR	frozen	9EPP	yes	Gi	11	352936d3e72c33c9d67da7fdb4ee3e5781d58dc3f59637aa2d6d7db2b02aabd6						deposited tip is engineered -- 3 of 21 substitutions from G11/Gq -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
B1B1U5	R2_ct15	yes	no	Gq/11	Gq	P50148	STRUCTURE_NEAR	frozen	9EPP	yes	Gi	15	7861ee15ebd234c9d6e9d8f1fa0022dcbee49aba1099911631ca05c6c48e488d						deposited tip is engineered -- 3 of 21 substitutions from G11/Gq -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
B1B1U5	R3_ct21	yes	no	Gq/11	Gq	P50148	STRUCTURE_NEAR	frozen	9EPP	yes	Gi	21	ca9c43b3512da42d954f460071ed681cb95a05eb4a66fc95bf75f9f8fddfa443						deposited tip is engineered -- 3 of 21 substitutions from G11/Gq -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
B1B1U5	R4_a5helix	yes	no	Gq/11	Gq	P50148	STRUCTURE_NEAR	frozen	9EPP	yes	Gi	26	04cdb830714025abed85ae985c0fde900515913447b9902df70a9a9c0854a138						deposited tip is engineered -- 3 of 21 substitutions from G11/Gq -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
B1B1U5	R5_a5plus	yes	no	Gq/11	Gq	P50148	STRUCTURE_NEAR	frozen	9EPP	yes	Gi	36	324cb7f2f4220c7e848a90486bd27f744bcfc81a57cc63deef3d3fa3b5b649a1						deposited tip is engineered -- 3 of 21 substitutions from G11/Gq -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
B1B1U5	R6a_da5	yes	no	Gq/11	Gq	P50148	STRUCTURE_NEAR	frozen	9EPP	yes	Gi	333	b596d3ee285fb9fe2504c944ec3dce54567c45f2169ae66f5d7f86977de646c0						deposited tip is engineered -- 3 of 21 substitutions from G11/Gq -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
B1B1U5	R7_full	yes	no	Gq/11	Gq	P50148	STRUCTURE_NEAR	frozen	9EPP	yes	Gi	359	aae9e1c2493fd38402f4ff11436a321d9eae94449b07c61568995565cdcdefc0						deposited tip is engineered -- 3 of 21 substitutions from G11/Gq -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
C5AR1	R1_ct11	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7Y66	no		11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
C5AR1	R2_ct15	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7Y66	no		15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
C5AR1	R3_ct21	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7Y66	no		21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
C5AR1	R4_a5helix	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7Y66	no		26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
C5AR1	R5_a5plus	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7Y66	no		36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
C5AR1	R6a_da5	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7Y66	no		328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
C5AR1	R7_full	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7Y66	no		354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
CCKAR	R1_ct11	yes	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	7MBX	yes	Gq	11	f159565cbda52c2b94610c95af8e362fab6620b027e2ee6a1d6e0fa09b5e8509						
CCKAR	R2_ct15	yes	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	7MBX	yes	Gq	15	fb163fbce24f88f971d728fb69573e92b64d73b9cee95f1b75c793daf8c48c5f						
CCKAR	R3_ct21	yes	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	7MBX	yes	Gq	21	39355d83d34556e438109cf065c187714a66052bf2d892a6746407e972c1f4e7						
CCKAR	R4_a5helix	yes	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	7MBX	yes	Gq	26	95d5cf5e3eab4dc5be7728e8fdf688de0f7565461800c7c3f211a09b4a0a3411						
CCKAR	R5_a5plus	yes	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	7MBX	yes	Gq	36	52ab88cba555bdfc50374dea3e1b81a6a37145c13c6b4278fc3dff463c2b7a25						
CCKAR	R6a_da5	yes	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	7MBX	yes	Gq	368	7c75cc25b56cb2dac657baecbcc2a034e87e56c3f39fae2e9c982319927bde90						
CCKAR	R7_full	yes	no	Gs	Gs	P63092	STRUCTURE_EXACT	frozen	7MBX	yes	Gq	394	6dedace6845efaa21a29f1b95f01b291bbbc27a72e2d8835a9ae15b3909c91bb						
CCR2	R1_ct11	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7XA3	no		11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
CCR2	R2_ct15	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7XA3	no		15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
CCR2	R3_ct21	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7XA3	no		21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
CCR2	R4_a5helix	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7XA3	no		26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
CCR2	R5_a5plus	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7XA3	no		36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
CCR2	R6a_da5	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7XA3	no		328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
CCR2	R7_full	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7XA3	no		354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
CCR5	R1_ct11	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7O7F	no	Gi	11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
CCR5	R2_ct15	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7O7F	no	Gi	15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
CCR5	R3_ct21	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7O7F	no	Gi	21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
CCR5	R4_a5helix	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7O7F	no	Gi	26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
CCR5	R5_a5plus	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7O7F	no	Gi	36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
CCR5	R6a_da5	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7O7F	no	Gi	328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
CCR5	R7_full	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	7O7F	no	Gi	354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
CCR6	R1_ct11	no	no	Gi/o	Go	P09471	STRUCTURE_NEAR	frozen	6WWZ	no		11	d60406903dc7214e1ccd1b00dc108e1bdaf9a6238ce74c096debd76845cd744b						deposited tip is engineered -- 1 of 21 substitutions from Go -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
CCR6	R2_ct15	no	no	Gi/o	Go	P09471	STRUCTURE_NEAR	frozen	6WWZ	no		15	9e405081e97124530a3a62cfd5ea07707b4e09d0b6bee8828de8e141ccca569b						deposited tip is engineered -- 1 of 21 substitutions from Go -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
CCR6	R3_ct21	no	no	Gi/o	Go	P09471	STRUCTURE_NEAR	frozen	6WWZ	no		21	1d939254f60124bd3f2d64b363bf9df5b4a2efd63ec759fa3bb755add97f8c72						deposited tip is engineered -- 1 of 21 substitutions from Go -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
CCR6	R4_a5helix	no	no	Gi/o	Go	P09471	STRUCTURE_NEAR	frozen	6WWZ	no		26	88080a713f9acf058a3c96f406403ba2d2b1f2f8274db300698948390801ca97						deposited tip is engineered -- 1 of 21 substitutions from Go -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
CCR6	R5_a5plus	no	no	Gi/o	Go	P09471	STRUCTURE_NEAR	frozen	6WWZ	no		36	a468f97a33ba8406527975c818a1283c3bbb2b65440eb0584699299847b4179a						deposited tip is engineered -- 1 of 21 substitutions from Go -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
CCR6	R6a_da5	no	no	Gi/o	Go	P09471	STRUCTURE_NEAR	frozen	6WWZ	no		328	2b951794efb82c9b1f9bde193882283fd0c8f5efcc3703b9a3fe8e6b4d4dbb73						deposited tip is engineered -- 1 of 21 substitutions from Go -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
CCR6	R7_full	no	no	Gi/o	Go	P09471	STRUCTURE_NEAR	frozen	6WWZ	no		354	399d5823731a6349264db56f7b03c14aa432873cde289287156f13d28598e282						deposited tip is engineered -- 1 of 21 substitutions from Go -- but every canonical at the best score is in one family, so family and subtype are unambiguous.
CCR8	R1_ct11	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8KFX	no		11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
CCR8	R2_ct15	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8KFX	no		15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
CCR8	R3_ct21	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8KFX	no		21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
CCR8	R4_a5helix	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8KFX	no		26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
CCR8	R5_a5plus	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8KFX	no		36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
CCR8	R6a_da5	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8KFX	no		328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
CCR8	R7_full	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8KFX	no		354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
CNR1	R1_ct11	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GHV	no	Gi	11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
CNR1	R2_ct15	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GHV	no	Gi	15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
CNR1	R3_ct21	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GHV	no	Gi	21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
CNR1	R4_a5helix	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GHV	no	Gi	26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
CNR1	R5_a5plus	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GHV	no	Gi	36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
CNR1	R6a_da5	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GHV	no	Gi	328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
CNR1	R7_full	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GHV	no	Gi	354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
CNR2	R1_ct11	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GUR	no	Gi	11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
CNR2	R2_ct15	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GUR	no	Gi	15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
CNR2	R3_ct21	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GUR	no	Gi	21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
CNR2	R4_a5helix	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GUR	no	Gi	26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
CNR2	R5_a5plus	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GUR	no	Gi	36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
CNR2	R6a_da5	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GUR	no	Gi	328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
CNR2	R7_full	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8GUR	no	Gi	354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
CXCR2	R1_ct11	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	6LFO	no	Gi	11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
CXCR2	R2_ct15	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	6LFO	no	Gi	15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
CXCR2	R3_ct21	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	6LFO	no	Gi	21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
CXCR2	R4_a5helix	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	6LFO	no	Gi	26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
CXCR2	R5_a5plus	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	6LFO	no	Gi	36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
CXCR2	R6a_da5	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	6LFO	no	Gi	328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
CXCR2	R7_full	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	6LFO	no	Gi	354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
CXCR3	R1_ct11	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8HNM	no		11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
CXCR3	R2_ct15	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8HNM	no		15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
CXCR3	R3_ct21	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8HNM	no		21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
CXCR3	R4_a5helix	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8HNM	no		26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
CXCR3	R5_a5plus	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8HNM	no		36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
CXCR3	R6a_da5	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8HNM	no		328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
CXCR3	R7_full	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8HNM	no		354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
CXCR4	R1_ct11	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8U4N	no	Gi	11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
CXCR4	R2_ct15	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8U4N	no	Gi	15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
CXCR4	R3_ct21	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8U4N	no	Gi	21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
CXCR4	R4_a5helix	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8U4N	no	Gi	26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
CXCR4	R5_a5plus	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8U4N	no	Gi	36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
CXCR4	R6a_da5	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8U4N	no	Gi	328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
CXCR4	R7_full	no	no	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8U4N	no	Gi	354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
DRD2	R1_ct11	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	8TZQ	no	Gi	11	d60406903dc7214e1ccd1b00dc108e1bdaf9a6238ce74c096debd76845cd744b						
DRD2	R2_ct15	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	8TZQ	no	Gi	15	9e405081e97124530a3a62cfd5ea07707b4e09d0b6bee8828de8e141ccca569b						
DRD2	R3_ct21	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	8TZQ	no	Gi	21	1d939254f60124bd3f2d64b363bf9df5b4a2efd63ec759fa3bb755add97f8c72						
DRD2	R4_a5helix	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	8TZQ	no	Gi	26	88080a713f9acf058a3c96f406403ba2d2b1f2f8274db300698948390801ca97						
DRD2	R5_a5plus	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	8TZQ	no	Gi	36	a468f97a33ba8406527975c818a1283c3bbb2b65440eb0584699299847b4179a						
DRD2	R6a_da5	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	8TZQ	no	Gi	328	2b951794efb82c9b1f9bde193882283fd0c8f5efcc3703b9a3fe8e6b4d4dbb73						
DRD2	R7_full	no	no	Gi/o	Go	P09471	STRUCTURE_EXACT	frozen	8TZQ	no	Gi	354	399d5823731a6349264db56f7b03c14aa432873cde289287156f13d28598e282						
DRD3	R1_ct11	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8IRT	no	Gi	11	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4						
DRD3	R2_ct15	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8IRT	no	Gi	15	a79fe76aa984b5e3bac3da9992122e185050f45837a8c34dcf893ebedc91dbcd						
DRD3	R3_ct21	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8IRT	no	Gi	21	ff6db386f5b9f5497eb2fd7777e0006bb86e2e45592cc1055ccf38003591642f						
DRD3	R4_a5helix	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8IRT	no	Gi	26	083c1a4dccd253e12449ab2055b1cd257c0d850ea2b61cc6e09ce473afc91f49						
DRD3	R5_a5plus	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8IRT	no	Gi	36	e931f1049440108a647eb4682c64de95a0c3b99668d22ce4f412bea48891127e						
DRD3	R6a_da5	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8IRT	no	Gi	328	9e30e74d599d9fa771b539d49633e2652f1d97a9517daacc4fb208fab9a0233d						
DRD3	R7_full	yes	yes	Gi/o	Gi1	P63096	STRUCTURE_EXACT	frozen	8IRT	no	Gi	354	57f8013fce15aa580c1c618f1fb4f45d76af5361d9190eb56bbbebf5997999d1						
DRD4	R1_ct11	no	no	Gi/o			CHIMERA_SPLIT	needs_decision	8IRU	no			PENDING:PI-DECISION	Gi1	07f3c67495a3d42d48d5ea02b6adb8c67bea34d3fceabc8a27beeeded8ebb7d4	Gs	f159565cbda52c2b94610c95af8e362fab6620b027e2ee6a1d6e0fa09b5e8509	see g1_partner_registry reftip_ct11/DRD4	deposited tip matches no canonical human Ga at ct21 (best 0.71). Scaffold reads Gs, alpha5 tip reads Gi/o. Two honest answers; the rule does not choose. Annotation backs: A/tip.
