pdb_sha,pdb_id,uniprot_slug,species,resolved_state,stabilising_elements,provenance_url,provenance_sha256
0bfd13e7f575bf0b1737fca60009dee7d0b0aac7d8d6af55604d2ca312b2cd0f,4X1H,opsd_bovin,bovin,Ga-coupled-active,none,https://files.rcsb.org/download/4x1h.cif,3c2353d93a628b65b3898c5192333407608a8d1f18401362a5e2f0e525080e81
3666c62975b6d23ff6075b216a8314329d55f568d919033ad5f48d839776d036,7ZBC,opsd_bovin,bovin,inactive-inverse-agonist,none,https://files.rcsb.org/download/7zbc.cif,bae985efea1851d92b8d814cf121dc2dcd732fba09ed1303bee2997b75a91b25
7a0c3a547860fa8c34f01c0a38889e2b7199832c46cd5c41035b4c0a3404e31a,7L1V,ox2r_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/7l1v.cif,323a1b1c911d05f3809be0e601a72e030ae0626fa58cf75dbcd2c992ba2ad4fe
0983d0442aaaec32f01f2c627de713dd8dcca72f30fb61d5aabad3459fbe557b,5WQC,ox2r_human,human,inactive-antagonist,none,https://files.rcsb.org/download/5wqc.cif,712982a76eb0a5e6ffd498ec341a2f65e81ffdb12f1881e16eda02a1ec52beb0
50153b2c214bb685617ffe17299694f8980cf017f44e66fa449225ac78d3266d,7RYC,oxyr_human,human,Ga-coupled-active,scFv,https://files.rcsb.org/download/7ryc.cif,cbb16e20df94b9a40ecc867708b4a77c004b1f610c6bf773e26807258a6c40b8
e920e4bf4be05926b7affb27329a723f4e0c66003b47ca47dbf401c450880c44,6TPK,oxyr_human,human,inactive-antagonist,none,https://files.rcsb.org/download/6tpk.cif,1aae24ddac029df54063e4a030b5967ca2ee57e95e8aa30cec5f3b16a8da73f4
d38c3bb04a23ce65ce1f32501c6f7a10760a88ee521e588afd914675efadb108,8XXV,pd2r2_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8xxv.cif,963698d4a227d02528ce4a7161add93d57a872e8e2ac246a5ad4fe217de8e84c
9614373a6cb46d07b8258cb330b09c98e94fb8f383ed7176a17567d789027ba8,7M8W,pd2r2_human,human,inactive-antagonist,none,https://files.rcsb.org/download/7m8w.cif,e6dfdf8485076decc5360ace0a1308573335a2c510d2ad41306094b462a3a51b
a83b2280251f7dcc5c64ad9769a927d03175ad5bac98393b6b555d4fcbd57792,8GCP,pe2r4_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8gcp.cif,d02321616fbac153b5dca4bcd4d2e19a813bac5ea3b537edeb9eae73a041772d
0ad02ba010e80f7348f2a152481590857329782c1f13d4ff63f41692f68f5821,5YWY,pe2r4_human,human,inactive-antagonist,none,https://files.rcsb.org/download/5ywy.cif,a5968dae122abb3c19f718fc64028de7dd714abdcecf59be3c5b5f14264fc5d1
71b7a18c5b6835f9b56af485b4beb85f62f109fda89956ee78038718129f79b1,7TD4,s1pr1_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/7td4.cif,826ca5798c8c96394b1e9282770c9841d474fe2dda6970e2074ce07d37390c49
af29898ea720e896d8a58d121ee55959fbec8081611b5bec4992ffdc63aacf45,3V2Y,s1pr1_human,human,inactive-antagonist,T4L,https://files.rcsb.org/download/3v2y.cif,95949399931fa2d833132c00607ec4aeb22e5f81229b85334762950c6670e206
f0cfeec598ac951d4c1ff626df6e5bccbe0ea2f898c5103837beec411ba4cfa0,7EW1,s1pr5_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/7ew1.cif,e5d155730a37d98b619e43c942572c8b2a681c7dfdbc821537f20d359fc30627
e009fd3fa01d222e9d3368aaa0b46001b0e85bc8ab4ebecdac4dc2240e01d37e,7YXA,s1pr5_human,human,inactive-antagonist,none,https://files.rcsb.org/download/7yxa.cif,086e7a3e88ef8ebde943ac8dd393875fad8f7ef39050eb8dded0c585907e6f9d
b40c130a2f156597c380b89467de690e0a38c169816ec3c474d959597b1b8984,7XN9,ssr2_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/7xn9.cif,c485f1d1e4542aaecdc8f053fd1c4aab55b2a1cc6ac99f1704a968c7c3a401a2
49376e189e131d82055468a66384c5be99ed49a4b710350e98e5036147512d3f,8XJN,ta2r_human,human,Ga-coupled-active,scFv,https://files.rcsb.org/download/8xjn.cif,65db614fe19830b3ba3d1e9252b890b80915c01862257a05ea725990f81e3a96
1b51bbb353f448276fab7d1e989ef3faae63b5ee398ac7d9c1244f284aeee0e0,6IIU,ta2r_human,human,inactive-antagonist,none,https://files.rcsb.org/download/6iiu.cif,c2f0a5391657a21c2e88129e7138f0f486c3843b8ece4a1538c49d1d1c291c66
9fce69aec57b6d8091fe19f92e536c419dbd28906d9f61c7efdb2bcfe8d18496,7UTZ,tshr_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/7utz.cif,baadddd006ab47e5c5aff143e0b2feeb3cfd9d83d9762af6ca559eb9d9f3baeb
03d5e00639765f5bf8f98221429b0ed03d41cade1ee60ba015ca0a6abca790fd,7T9M,tshr_human,human,inactive-inverse-agonist,none,https://files.rcsb.org/download/7t9m.cif,ed2dbbe023dc7f52f83950dcae511cf2dc625ca295b9b842d0b90a0c5dea639a
f580153061665807aca39218384efda9d898ffeb2bc6f658d8f1deaf2584a299,6UVA,calrl_human,human,Ga-coupled-active,nanobody,https://files.rcsb.org/download/6uva.cif,26f6d369201e0f80e9d346b26497d492904e8d166d97da6abf2c2a4b44cfa590
985ad73a4af5801ac5b92f5327647200c712a77c5fa36f20bb2c441b9b32f540,7KNT,calrl_human,human,inactive-antagonist,none,https://files.rcsb.org/download/7knt.cif,5cbed95ebf9199289b1a4fdadd66930c81cb94d9c5f92d127a767633fb0871ce
4ef448eb9767e615b688678e6eb874c69e9ee8e53eece07f0830b8c7ca62bb0f,6P9X,crfr1_human,human,Ga-coupled-active,nanobody,https://files.rcsb.org/download/6p9x.cif,460fd7a6687203cc928c133dbdfbaf69de784265155c5d0a5263dabcc799d16b
372bfb56cfaf006ecc8e691595374179e4bc7c3e04d2ea120cf6b892f6fcb39e,8GTI,crfr1_human,human,inactive-antagonist,none,https://files.rcsb.org/download/8gti.cif,ca5697a8cb60ea40b676522bc6cafd23da2ba70d99867f39e2d6845098eff6f8
842ec7e1aab44cbae8c7f9cf7497edb501d4a8529db8f5fa9eaf0d72e0e887f7,6X18,glp1r_human,human,Ga-coupled-active,nanobody,https://files.rcsb.org/download/6x18.cif,362c15582b9dbf7669d5aa4ccaaf6305cd91a641d519d34e873de0b842978c16
1b36b77d6f3f5fbfc2409d8c624e706e67c36fac3ca8b3e7614966f263ca11d7,5VEW,glp1r_human,human,inactive-antagonist,none,https://files.rcsb.org/download/5vew.cif,bd5cb8e7a4f293505dcf937c38a41e88c64dfb600ce456ab6170c969800b29c9
5c02e939f06b14174634068a9c58a29f4327d10dc91e3b18a34bcea648859936,8WG8,glr_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8wg8.cif,65bcf10685f552d609c1d077f95e6c7d55b8f745bed156d7964b002c285ea085
af93d54445bddaf0bc24c6ac33f51793379269ff6e96a2b228620dadb73a641f,5EE7,glr_human,human,inactive-antagonist,none,https://files.rcsb.org/download/5ee7.cif,c344c71e5efc3c4ffd01d8a90f20e6e043840b725457620abe6be564994f2c52
f346d3e845224935fd5e9a5e0c8e73a4f46bfbf474a4c6fe6c943ae37246a157,8FLQ,pth1r_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8flq.cif,04c97bb6a2c46c5f1535743f6e78ebbdfebc498af84edd98e897f4808aee8a22
f8ef0c2e1a8e29df1c667a74fda9c41149cdf100ae9f008cdfbbbd5bdd79c23d,6FJ3,pth1r_human,human,inactive-antagonist,none,https://files.rcsb.org/download/6fj3.cif,f7b3153e0f9b450791a14e276105f0e0e7e25324c40a655310a68b3ab3b44be8
688dad9847c180c7545dd01dd8d85b1b54941aa5c6a9e17ebedc32d55058ded4,8IKL,agre5_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8ikl.cif,154bde79a569cf3fa59171aa3e3b885d7d303ff214bbcc411707e395e0d0a428
d5c42f9f0a993d787abbfabcbb7d2d8be612a67f894e69a265f8bc34f161a6a7,8IKJ,agre5_human,human,inactive-antagonist,none,https://files.rcsb.org/download/8ikj.cif,98d2786212636cb521a225e66182464f5af44e9c0bd303d97cbc2b28161911c0
93ac6d45c9707e0361997b1fa41c86a8c46577a649bb5e783efc3277063efd2e,7SF7,agrl3_human,human,Ga-coupled-active,mini-Ga,https://files.rcsb.org/download/7sf7.cif,1148840d295f327b403981c02c48136fff15b904e5f9377f4043c4a6f11eafad
641b321133c7a41087e169dc4610ef8033989c1329a3c7c524e9ce43b4006ec4,8JMT,agrl3_human,human,inactive-antagonist,BRIL,https://files.rcsb.org/download/8jmt.cif,cc91719983acd67140f855f0d639c0afd3767433d6c8a8221a9a069ea0cdaf8c
86ba7409dc92fe5df3607b03dae867f78a975b642db64360285bf5d56d7178cf,7M3G,casr_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/7m3g.cif,ca7529c20cdf7a2b4448dda0828b6dd25dfe8b19d53df2c4caadfaf3bc8d8cb4
768f854a5d5b03691ff04d5ce6d3af0b7029d2817c61bbe1addb342da834cc37,8WPG,casr_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8wpg.cif,b428862d5b04a535e3469d21e75eb2bae2040f8f697cd7a0c29d0cd11af4d4ae
91244133f899333af856bb54a9b9c98f4e5016a08e54964b643c05688637e8cf,7C7Q,gabr2_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/7c7q.cif,4f1bf3e10bbeaa60721218004eb33464961bff803a4573e50b40a68034433035
7973df7fe518009ff98b25078615f06dcb032b3af95bf280df865bd9423c5b78,7C7S,gabr2_human,human,inactive-antagonist,none,https://files.rcsb.org/download/7c7s.cif,9415a1513e615bd546edfb152b6014c9a0f35f1dc07749dc7ec1ece538aec5d2
ada6712296058d1f73e803d7fc90b7004e7e683507527f0ad9ab603056582d25,8IED,gp156_human,human,Ga-coupled-active,scFv,https://files.rcsb.org/download/8ied.cif,2a0fd7733a39c12aa797ba2910c76aa9ca2c9901ed999301a098ad67152996d4
9b70b1e72a8a475cca7e5805066d7cbd89199ae9b8331a7937fbaf87cb4daa97,8IEP,gp156_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8iep.cif,3db3d76d33d4c398b3491a603d17af187e38acae62686ed436f1a02507c9b4a3
7a96dce2016f456410914269fbb32bc81e442aefd12f087b121de24690fb71aa,8JD2,grm2_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8jd2.cif,44f53f615ef4f087f1c25f03640feb3aec151ab0b02992dbaae2497b0efff861
ea49a946f4e27ecd6e55152c4c4cc8100e03c32e5bfce67fbd52c9de96b468c5,7EPE,grm2_human,human,inactive-antagonist,none,https://files.rcsb.org/download/7epe.cif,dd9a32bcb9e90da508efec74301482d5c858f962bde3ec246c20b7e95afefed0
18ea0bc393f2b5e725c28949d75be3976a1e14609e4a34af74ced15177bf61b6,8TQB,grm3_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8tqb.cif,2c45343dc7b1b39825b887a43f89fba6acc91bcdcc455415379089e79d4489a7
342ad14494c238c2214c756699d3c7c288f837f696cfc9a60d40edb2174742f1,8TR0,grm3_human,human,inactive-antagonist,none,https://files.rcsb.org/download/8tr0.cif,696309d5bbcd59aca6a59497bcb4bded0cff48c7b312b4b47bbd2492dfe1090b
0f9e43be9e826cb9122e0784e036235c5bb1aba885f57925112e6f0c64cae3b5,8JD6,grm4_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8jd6.cif,f3088ad900b931484d18f1478903525cba4fe2f33f04f5889f84de19a18a5490
ec24d1b951c9d3b0f3c62647a32f5fdbfd22af9a1571096238c5b791716a6e6a,8WGD,grm4_human,human,inactive-antagonist,none,https://files.rcsb.org/download/8wgd.cif,ff4f4845fe2cc501e07131bac941b0878798e6140e089379b1667e1267b6b1d6
fa0ff817abee669332f07bda314195bf8b2dd8c0393fa24ad445708fd91dcd56,8TAO,grm5_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8tao.cif,4e01dd967ba4745a35e921459c4a48a85a0856dac608f6ba7f1d34284eb4cae2
e9b50a8d9f251dde57d88ace7ac9417328cb538fd9f59936d9b169d5e6f0b82d,6FFI,grm5_human,human,inactive-antagonist,none,https://files.rcsb.org/download/6ffi.cif,63a05bdc58357fefe5f6cc094ed84812ebfb75e73465a98c329132390f61f9b0
9ebd5a6ac739d8ea645589021d6341853bb127429099791fab7251d036bc34ff,8WMA,fzd4_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8wma.cif,4a9f549190e96af0fe745aa8f20af3d8c8b99d8327cfb5f800c3b5be9f35155d
d05a3decfb5fc176626bfb09f49eb56cfb12d052c0261bdba1e8ee823a02b0eb,6BD4,fzd4_human,human,inactive-antagonist,none,https://files.rcsb.org/download/6bd4.cif,21c1b13f961fa9dc557114eb877d127ce13b6f3067215d3568638e06b026b28f
8ba3f836fc52e69c9d03ebda31af97a092128ed7ddccd9a0bea0bec77ee628de,9EW2,fzd7_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/9ew2.cif,42afde5e8b82356308ef22c14353270481affee8768df34ac4ca61cfcdebd7b1
820058a36b0d760f0c5845250b0290f4cdba1aaeabaffed0ba98e4a1cc5e0ed2,9EPO,fzd7_human,human,inactive-antagonist,none,https://files.rcsb.org/download/9epo.cif,265e8a199c35db32178ecab25bdccbeb15144c42d4ce9212c6edd278083f15ab
7f575e44a41eef6674f2be0cc2876caa1a6f4d4521a6e564bfc2f933f385d703,6XBM,smo_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/6xbm.cif,2d9ad15ee9db5a61ecd08d7486a68e95cac7f0ca861d916c539bc247e5b1960b
05bf7417da3739e4b28b481b5ef5c6323a05f73566f789417120af7d36885409,4JKV,smo_human,human,inactive-antagonist,none,https://files.rcsb.org/download/4jkv.cif,32864590983bfd32191f8b69f5d5cb98863fb5a3dbf1b2f4e43825ed2a31f01c
437a1d6c9a222d1f0e24a42a0dd0bda5e9846f1fc61f6b4f19dae96d0cd85148,6O3C,smo_mouse,mouse,Ga-coupled-active,none,https://files.rcsb.org/download/6o3c.cif,44ac9f379600a758ff4ea0ab53e9b4a88d59304b9a588838f3f1a9b908561ee5
e871690d8a8f2a17db6a43880090698c9b51eec9175e1e0592980de13b44d541,8CXO,smo_mouse,mouse,Ga-coupled-active,none,https://files.rcsb.org/download/8cxo.cif,e47e2fbda3128ea64fb6e5b1e2d5d0fb2e369102a06b6472c4aecd94fede27dc
9580fce58fd1ff915ed0d7630e8893408ab353f1f52137e879891e377f666031,8HTI,o52e4_human,human,Ga-coupled-active,nanobody,https://files.rcsb.org/download/8hti.cif,018269d111728b3842d382a08005a63ee7b8515027f041091069e54e8bb08fee
ed0d526af3d92d67796c2960d5599c856b194ad529e5dfb075c07adb3495ef98,8W77,o52e4_human,human,inactive-antagonist,BRIL,https://files.rcsb.org/download/8w77.cif,11a3e020a89825b53c8884a71787b0b425f971db0b8d2c3063fbed95b3ecdf4b
d16e9a91efd2a31c7e735fa92229596df49f595fe8dc824dbde2edc92d65d8c2,8VY7,t2r14_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/8vy7.cif,0450bf468e66667c41eaa6fd8db5222d029741d8e59ad1dad6d8eaf76ad23fe9
166c5fe4af05cace86e8473dc7eff47dc23a7601d2d3d6f731121b27d3042afe,9IJA,t2r14_human,human,Ga-coupled-active,none,https://files.rcsb.org/download/9ija.cif,6af2066181f1be6d61a2d61335cb14d8e590300c186344f177bf98b37fbb2902
